Nome,Titulo,Texto,Data,Review
Mirian,Avaliação Sincera com 1 mês de Uso!,"•Design do Produto: O mais bonito na minha opinião, diferente do paperwhite e o Oasis (que parecem um tablet)  esse modelo parece uma moldura de um quadro com uma folha de papel embaixo.•Qualidade da tela: Realmente parece papel, dá para ler no sol, tranquilamente como prometido pela Amazon, as vezes fica uns ""resquícios"" de tinta na tela, mas só atualizar a página e volta ao Normal.•Bateria: Tive que carregar no primeiro Dia, achei que estava com defeito, a segunda Carga durou 4 dias, a terceira durou 1 semana, e agora a quarta me parece que vai demorar mais que 1 semana. Senti que a bateria vai se ""acostumando"" com a carga e demorando mais para descarregar.•Geral:O produto é Ótimo! Eu li uma madrugada inteira com ele (cerca de 7 horas contínuas) e realmente a experiência é totalmente diferente do Celular.MAAAAASSSSS.......Poxa Amazon! Já passou da hora de fazer um Kindle colorido né? Outras empresas que trabalham com E-ink já fizeram faz tempo!!",Avaliado no Brasil em 25 de janeiro de 2022,"5,0 de 5 estrelas"
fecdias,Bom para leitura diária,"Kindle mais novo, parece ligeiramente menor que o Paper White. Boa tela, iluminação suave e agradável.Leve, fácil de manusear e segurar. Ótimo para leituras em qualquer lugar.Produto ideal para quem ama ler. Recomendo a todos.Só não gostei da ação da loja, uma semana depois de comprar o kindle por um valor, abaixaram o preço na loja, e nem era Black Friday....poderiam ter dado um bônus para quem comprou na semana anterior. Acabei pagando uns R$100,00 mais caro...",Avaliado no Brasil em 29 de dezembro de 2021,"5,0 de 5 estrelas"
Mariana Carolina,Melhor aparelhinho que existe,"Sério mudou minha vida esse aparelho, agora leio muuito mais e mais rápido, posso ler mais livros nacionais por conta de ter muitos ebooks disponíveis que não existem em livros físicos, e posso comprar tudo na hora. É extremamente prático e útil. Dá pra ler no escuro tranquilamente e até no sol porque não dá reflexo. A minha bateria não dura tanto assim se eu estiver usando todos os dias, mas pelo menos uns 3 dias ele durra. Amei demais",Avaliado no Brasil em 27 de setembro de 2020,"5,0 de 5 estrelas"
Luis Henrique Scher,Muito bom!,"O produto atendeu as expectativas. A qualidade ta tela é boa, e a resolução é muito parecida com a de uma impressão. A luz é bem forte e possui vários níveis de intensidade, sendo fácil achar o nível ideal. As opções de arquivos que ele aceita são bem completas (o problema é o fato de não aceitar ePub, necessitando conversão) e os ajustes de leitura também. O recurso de enviar os arquivos pessoas para ele pelo email é sensacional, facilita muito.",Avaliado no Brasil em 5 de maio de 2019,"5,0 de 5 estrelas"
H. D. Espinosa,"Um bom produto, mas que requer um certo cuidado em seu manuseio","Eu já tinha o Kindle segunda geração que adquiri em 2010 e resolvi fazer um upgrade, motivado por três  fatores: tela touch screen (em contrapartida aos botões físicos das gerações anteriores), iluminação de tela (inexistente na segunda geração) e melhor compatibilidade/interface com a loja de livros brasileira.A décima geração é significativamente menor e mais leve que a segunda, o que pelo menos para mim fez com que a sensação de fragilidade aumentasse. A impressão que se tem é que qualquer toque ou movimento um pouco mais brusco sobre a tela pode prejudicar o equipamento, o que acaba por tornar a aquisição de acessórios de proteção (capa) um tanto quanto indispensáveis. Talvez seja questão de costume da minha parte, mas não custa recomendar cuidado em seu manuseio.No geral, é um bom produto que proporciona aos seus usuários uma leitura agradável e conveniente de livros e publicações em gerais que podem ser adquiridos e entregues instantaneamente, e em boa parte dos casos, por um preço consideravelmente menor que a versão física.",Avaliado no Brasil em 20 de março de 2022,"5,0 de 5 estrelas"
Raquel Lemes Rodrigues,Vale a pena! Mil livros em um!,"O kindle é excelente! Eu vinha usando o 8ª geração da minha namorada, e resolvi aproveitar a promoção de Black Friday pra comprar o meu. Foi uma ótima aquisição! O fato de o 10ª ter luz própria facilita para ler sem precisar colocar luz forte no ambiente. Antigamente eu tinha preconceito com leitores digitais, mas isso é bobagem! A facilidade de poder carregar vários livros em um único dispositivo leve e prático é incrível. Ler e destacar sem ""estragar"" um livro físico caríssimo, ter notas para palavras desconhecidas, wikipedia, traduções, são muitas facilidades! Com certeza vale a pena para ler e estudar! Comprei o branco, que é mais bonito e tem uma aparência mais moderna, não suja. É perfeito!",Avaliado no Brasil em 15 de dezembro de 2020,"5,0 de 5 estrelas"
Sylvia,Um ótimo investimento para amantes de leitura,"Uma das principais razões por eu sempre ter desejado um kindle é a facilidade de levar para qualquer lugar. Estraguei diversos livros por tê-los colocado na bolsa e, na viagem, acabar tendo folhas e/ou capa amassada. Isso não ocorre com o kindle.Sem contar que posso ler mais de um livro simultaneamente, ou, ao acabar um, saber que já tenho outro a minha espera em poucos toques.A luz embutida é bem útil, mas quase não uso. E, quando uso, sinto que até o nível 6 é mais que suficiente. A luz não cansa e cai super bem em lugares escuros.A capacidade dele funciona muito bem pra mim. Não vejo porquê ter mais de 500 livros se nem tempo para ler todos tenho. E cabem mais que 500 livros.A bateria dura mais de uma semana tranquilamente. Talvez para heavy users isso possa ser diferente, mas para mim que só consigo ler 1/2 horas por dia, é bem tranquilo.Além disso, o kindle tem algo que pra mim é essencial: não tem notificações, nada atrapalha a sua leitura. Em comparação com tablets, o kindle realmente é o ideal para quem gosta de ler.",Avaliado no Brasil em 20 de dezembro de 2019,"5,0 de 5 estrelas"
Agueda Faon,APAIXONANTE!!!,"Primeiro de tudo: O Kindle chegou com três dias de antecedência, o que me fez amar ainda mais a Amazon!!! Seus lindos!!! Segundo, como leitora voraz, eu não sei como eu passei tanto tempo da minha vida sem ter um Kindle!!! É levinho. Luz confortável até para ler no escuro. Já baixei todos os livros que eu ficava postergando para ler porque no notebook é incômodo, o tablet é pesado e o celular acabava a bateria logo. Lógico, acabou de chegar, então ainda vou testar a bateria. Espero muito que dure mesmo por semanas. Já andei pesquisando e vi que tem uma configuração que ajuda, onde a luz fica no 13, por exemplo. No mais, estou apaixonada!!! Todo leitor merece ter um Kindle! Parabéns, Amazon! Vocês são demais!!!",Avaliado no Brasil em 25 de maio de 2020,"5,0 de 5 estrelas"
Laura,Fantástico,"Eu tinha receio de não me acostumar, de achar a leitura cansativa ou da tela ser pequena demais, mas nada disso aconteceu. Ele parece menor do que é pelas fotos, e o tamanho real dele é ideal pra leitura, sem problemas.Antes de comprar o meu eu vi vários vídeos, muita gente comentando sobre os 4gb e que era o bastante, mas me surpreendi quando chegou com 8. Tipo, uau???? Cabe MUITA coisa nesse Kindle.A luz embutida eu achei meio incômoda, não sei, machuca um pouco os olhos. Disseram que o diferencial era que ela era voltada para DENTRO, e que isso fazia a diferença. Não achei. Mas não tive problemas com ela até então.Outra coisa que não dizem com frequência e que eu senti falta nos reviews: DÁ PRA LER FANFIC! Eu pensei muito nisso na hora de comprar, mas vi pouquíssimas pessoas falando sobre, e a maioria não era o que eu queria saber. Mas funciona, principalmente o Spirit e o AO3, que são sites bem leves para o navegador experimental. O Wattpad até abre, mas parece que você tá massacrando o Kindle, que tá levando ele ao limite. O único jeito é procurando a história específica no Google e abrindo direto em um capítulo. Mas vai.Na moral, vale muito a pena. Foram os 200 e poucos reais mais bem gastos em muito tempo.",Avaliado no Brasil em 6 de dezembro de 2020,"5,0 de 5 estrelas"
Ana Victoy,Nao gostei,"Fiquei decepcionada, tenho um lev. O kindle é maior que o lev mas com uma tela menor, o touch demora mais a responder. A unica coisa que salva é o kindle ilimitado mas mesmo assim como nao tem cor é bem maia ou menos.Para quem não tem nenhum sugiro o lev com luz, principalmente se for usar para ler pdf e ebooks baixados e deixar pra ler o livro da amazon pelo celular mesmo.",Avaliado no Brasil em 28 de abril de 2020,"2,0 de 5 estrelas"
Stephanie p.,Bom,"Tem opção de usar com luz e sem. O q eu mais queria era diminuir os efeitos da luz e eletrônicos. E ele ajudou. navegar pra comprar um livro online pelo Kindle ainda é mt lento. a experiencia se torna um jogo de paciência. rs isso q nem tinha baixado o primeiro livro. precisam melhorar isso ! As letras ainda me incomodam. Nao gosto da q é mt grande, nem da q é pequena. Na verdade, acho q o Kindle deveria ser um pouco maior. Nao precisa ser o Oasis q tem outras funções. Mas pra leitura, algo q seja maior e de pra ter as letras de tamanho normal, seria um equilíbrio bacana. Ainda estou me acostumando em ler nele.. Mas é desafiador a falta de costume.",Avaliado no Brasil em 5 de agosto de 2021,"4,0 de 5 estrelas"
N,Muito bom,"Eu confesso que fiquei muito confusa quando botei a mão no kindle na primeira vez, inclusive achei que a tela de descanso era um papel e tentei tirar KKKKKKKKKKKKKKEnfim, eu adorei o kindle, ainda mais porque tenho mania de ler fanfic no celular de madrugada, o que dói demais a vista. Comprei o Kindle com a intenção de ler mais ebooks e estou muito satisfeita, estou usando ja tem um mes e minha vista nunca ficou cansada.Sobre a bateria dele, eu carreguei ele quando ele chegou e ate hoje n carreguei, está em 48% de bateria, ou seja, dura mesmoPs: na foto da pra ver que ele é anti reflexo mesmo, e esta na luminosidade 1",Avaliado no Brasil em 12 de setembro de 2021,"5,0 de 5 estrelas"
Ana Laura,Excelente para leituras,"Por ser muito mais leve que um livro e fácil de segurar se torna super prático para leituras em posições mais confortáveis. Já utilizei várias vezes a função Wikipédia, tradução e dicionário durante as leituras desde que chegou (um dia atrás) e já li meio livro! Sem dúvidas um eletrônico muito útil.Para ler no escuro é muito superior ao celular ou tablet e me deixou super confortável, sem causar irritação nos olhos. A interface é um pouco ruim, mas nada que chegou a me incomodar realmente!",Avaliado no Brasil em 21 de dezembro de 2021,"5,0 de 5 estrelas"
Vinicius Rangel Ferreira,"Não é perfeito, Mas é muito bom, Eu tinha medo antes, mas não me arrependo.","Não vai substituir os livros físicos, mas vai mudar a sua vida. Acredite vc quer ele.Existem configurações que poderiam melhorar apenas com atualização do programa, acredito que não fazem isso pra empurrar os modelos mais caros.Acredite vc não precisa dos modelos mais caros, nada impede que eles coloquem modo noturno neste ou melhorem a classificação dos livros, eu adoraria que tivesse pastas e subpastas e controle total do que aparece na tela principal.Eles desconfiguram os livros que não são comprados na loja oficial, só pra te forçar comprar por eles. Não impede a leitura, mas dependendo do livro incomoda muito. Ele poderia funcionar muito melhor com outros formatos de ebooks, mas não querem.Apesar de estar citando os problemas aqui acredite, vc quer um, e pelo preço vale muito a compra, vai mudar a sua vida.Eu tinha medo antes, mas não me arrependo, faz a diferença",Avaliado no Brasil em 9 de julho de 2021,"5,0 de 5 estrelas"
Daniel Andrei Rodrigues da Silva,O Kindle é meu melhor amigo,"O Kindle é meu melhor amigo, pois eu posso registra nele todos os meus pensamento enquanto realizo leitura através uma maneira muito fácil, simples e confortável.Mais leve que um livro, não necessita de boa iluminação, funciona de maneira adequada a sua finalidade.Realmente ele faz o que os livros físicos fazem, nos tiram do mundo, não percebemos que estamos olhando para um tela com letras.Deixei ele parado por quase dois meses em sua tela de bloqueio (stand by), quando peguei novamente, ainda estava com bateria.",Avaliado no Brasil em 22 de junho de 2021,"5,0 de 5 estrelas"
Edivaldo Oliveira,Ótima aquisição para amantes da leitura,"Estou bastante satisfeito com o produto. Além do design, que é muito atraente, o produto é bastante leve e sua bateria dura bastante tempo. A tela antirreflexo cumpre o que promete durante o dia, pois a leitura não cansa os olhos como em smartfones, etc, mas lendo a noite com a iluminação embutida  pode incomodar um pouco. No geral, é um ótimo recurso para quem gosta ou desejar ler muito, pois nele você pode armazenar centenas de livros. Fiquei chateado somente com a amazon ter me entregado a versão de 4 Gb, sendo que no anúncio dizia ser 8 Gb. Outro ponto negativo é que as vezes ele apresenta certa lentidão na navegação do sistema operacional, mas durante a leitura não incomoda muito. Em resumo, eu aconselho a compra.",Avaliado no Brasil em 14 de maio de 2020,"4,0 de 5 estrelas"
